LANGUAGE,LINEAGE,SET
language_2,"[1, 0]",842
language_4,"[0, 1]",842
language_9,"[0, 1]",842
language_10,"[1, 1]",842
language_12,"[0, 1]",842
language_14,"[0, 1]",842
language_15,"[0, 0]",842
language_17,"[0, 0]",842
language_18,"[1, 1]",842
language_22,"[0, 1]",842
language_24,"[1, 1]",842
language_28,"[0, 0]",842
language_29,"[0, 1]",842
language_32,"[1, 1]",842
language_33,"[0, 1]",842
language_34,"[0, 1]",842
language_35,"[1, 1]",842
language_36,"[1, 1]",842
language_37,"[0, 1]",842
language_38,"[0, 0]",842
language_39,"[0, 0]",842
language_40,"[0, 1]",842
language_42,"[0, 1]",842
language_43,"[0, 1]",842
language_44,"[0, 1]",842
language_45,"[0, 1]",842
language_47,"[0, 1]",842
language_50,"[1, 1]",842
language_51,"[0, 1]",842
language_58,"[0, 1]",842
language_59,"[1, 1]",842
language_61,"[0, 1]",842
language_63,"[0, 1]",842
language_65,"[1, 1]",842
language_67,"[0, 1]",842
language_68,"[0, 1]",842
language_69,"[1, 1]",842
language_70,"[1, 1]",842
language_71,"[1, 0]",842
language_72,"[1, 1]",842
language_73,"[0, 1]",842
language_76,"[0, 1]",842
language_77,"[0, 1]",842
language_78,"[0, 1]",842
language_79,"[0, 1]",842
language_81,"[1, 1]",842
language_83,"[1, 1]",842
language_84,"[0, 1]",842
language_85,"[1, 1]",842
language_87,"[0, 1]",842
language_88,"[0, 1]",842
language_89,"[1, 1]",842
language_90,"[0, 1]",842
language_91,"[1, 0]",842
language_92,"[0, 1]",842
language_95,"[1, 1]",842
language_96,"[0, 0]",842
language_97,"[1, 1]",842
language_98,"[0, 1]",842
language_100,"[1, 1]",842
language_101,"[0, 1]",842
language_102,"[0, 0]",842
language_103,"[0, 1]",842
language_104,"[0, 1]",842
language_106,"[0, 1]",842
language_107,"[0, 1]",842
language_109,"[0, 0]",842
language_110,"[0, 0]",842
language_112,"[1, 1]",842
language_114,"[1, 1]",842
language_121,"[1, 1]",842
language_122,"[1, 1]",842
language_124,"[0, 1]",842
language_125,"[0, 1]",842
language_126,"[0, 1]",842
language_127,"[0, 1]",842
language_128,"[1, 1]",842
language_133,"[1, 1]",842
language_134,"[0, 1]",842
language_136,"[0, 1]",842
language_137,"[1, 1]",842
language_138,"[0, 1]",842
language_139,"[1, 1]",842
language_141,"[0, 1]",842
language_144,"[0, 1]",842
language_147,"[1, 1]",842
language_149,"[1, 0]",842
language_150,"[0, 0]",842
language_154,"[0, 1]",842
language_155,"[0, 1]",842
language_156,"[0, 1]",842
language_157,"[0, 0]",842
language_158,"[1, 1]",842
language_160,"[1, 0]",842
language_161,"[0, 1]",842
language_162,"[0, 1]",842
language_164,"[0, 0]",842
language_166,"[0, 1]",842
language_167,"[0, 1]",842
language_170,"[1, 1]",842
language_172,"[0, 1]",842
language_173,"[0, 1]",842
language_175,"[0, 0]",842
language_176,"[0, 1]",842
language_177,"[0, 1]",842
language_178,"[0, 1]",842
language_179,"[0, 0]",842
language_180,"[1, 0]",842
language_181,"[0, 0]",842
language_183,"[0, 0]",842
language_185,"[0, 0]",842
language_186,"[0, 1]",842
language_188,"[1, 1]",842
language_190,"[1, 1]",842
language_191,"[0, 1]",842
language_193,"[0, 1]",842
language_194,"[1, 0]",842
language_195,"[1, 1]",842
language_196,"[0, 1]",842
