LANGUAGE,LINEAGE,SET
language_1,"[0, 0]",657
language_3,"[0, 1]",657
language_5,"[0, 1]",657
language_6,"[0, 1]",657
language_7,"[0, 0]",657
language_9,"[1, 1]",657
language_11,"[0, 1]",657
language_12,"[0, 0]",657
language_14,"[0, 1]",657
language_15,"[1, 1]",657
language_17,"[0, 1]",657
language_19,"[0, 1]",657
language_20,"[0, 0]",657
language_22,"[0, 0]",657
language_23,"[1, 0]",657
language_26,"[0, 1]",657
language_27,"[1, 1]",657
language_28,"[1, 0]",657
language_30,"[0, 1]",657
language_36,"[0, 0]",657
language_37,"[0, 1]",657
language_39,"[1, 0]",657
language_42,"[1, 0]",657
language_44,"[0, 1]",657
language_46,"[1, 1]",657
language_48,"[1, 1]",657
language_53,"[0, 1]",657
language_54,"[0, 1]",657
language_55,"[0, 1]",657
language_56,"[0, 1]",657
language_61,"[0, 1]",657
language_62,"[0, 1]",657
language_63,"[0, 1]",657
language_66,"[1, 1]",657
language_69,"[1, 0]",657
language_70,"[0, 0]",657
language_71,"[0, 1]",657
language_72,"[1, 1]",657
language_74,"[1, 1]",657
language_75,"[0, 1]",657
language_76,"[0, 1]",657
language_77,"[0, 1]",657
language_78,"[0, 1]",657
language_79,"[0, 0]",657
language_80,"[0, 0]",657
language_83,"[0, 0]",657
language_84,"[0, 1]",657
language_85,"[0, 1]",657
language_88,"[1, 0]",657
language_89,"[0, 1]",657
language_90,"[0, 1]",657
language_93,"[1, 1]",657
language_94,"[0, 1]",657
language_95,"[0, 1]",657
language_96,"[1, 0]",657
language_98,"[0, 1]",657
language_99,"[0, 1]",657
language_100,"[0, 1]",657
language_101,"[0, 1]",657
language_102,"[0, 1]",657
language_104,"[0, 1]",657
language_107,"[0, 0]",657
language_108,"[0, 1]",657
language_111,"[0, 0]",657
language_113,"[1, 0]",657
language_114,"[0, 1]",657
language_115,"[0, 1]",657
language_116,"[1, 1]",657
language_121,"[0, 1]",657
language_123,"[0, 1]",657
language_124,"[0, 0]",657
language_125,"[0, 1]",657
language_126,"[0, 1]",657
language_127,"[0, 0]",657
language_129,"[1, 1]",657
language_130,"[0, 1]",657
language_131,"[1, 1]",657
language_132,"[0, 1]",657
language_134,"[0, 1]",657
language_135,"[1, 0]",657
language_136,"[1, 1]",657
language_138,"[0, 0]",657
language_140,"[0, 1]",657
language_141,"[1, 1]",657
language_143,"[0, 1]",657
language_144,"[0, 1]",657
language_145,"[1, 0]",657
language_146,"[0, 1]",657
language_147,"[0, 1]",657
language_149,"[1, 1]",657
language_151,"[0, 1]",657
language_152,"[0, 1]",657
language_153,"[1, 1]",657
language_154,"[1, 1]",657
language_155,"[0, 0]",657
language_156,"[0, 1]",657
language_157,"[0, 1]",657
language_158,"[1, 0]",657
language_160,"[0, 1]",657
language_161,"[0, 1]",657
language_163,"[1, 0]",657
language_164,"[0, 1]",657
language_165,"[0, 1]",657
language_166,"[0, 1]",657
language_168,"[0, 1]",657
language_169,"[0, 1]",657
language_171,"[1, 1]",657
language_175,"[1, 0]",657
language_178,"[0, 1]",657
language_179,"[0, 1]",657
language_180,"[0, 1]",657
language_181,"[1, 0]",657
language_182,"[0, 1]",657
language_186,"[0, 0]",657
language_188,"[0, 1]",657
language_189,"[1, 1]",657
language_190,"[0, 1]",657
language_191,"[0, 1]",657
language_192,"[0, 1]",657
language_194,"[0, 1]",657
language_195,"[0, 1]",657
language_196,"[1, 1]",657
language_197,"[0, 0]",657
language_198,"[1, 1]",657
language_200,"[1, 0]",657
language_201,"[1, 0]",657
language_202,"[0, 0]",657
language_205,"[0, 1]",657
language_206,"[0, 1]",657
language_207,"[0, 1]",657
language_208,"[1, 1]",657
language_210,"[0, 1]",657
language_211,"[0, 0]",657
language_214,"[1, 1]",657
language_216,"[0, 0]",657
language_217,"[0, 1]",657
language_220,"[0, 1]",657
language_221,"[0, 0]",657
language_222,"[0, 1]",657
language_224,"[0, 1]",657
language_227,"[1, 1]",657
language_228,"[0, 1]",657
language_229,"[0, 1]",657
language_230,"[0, 0]",657
language_232,"[0, 1]",657
language_233,"[0, 1]",657
language_234,"[0, 1]",657
language_235,"[0, 1]",657
language_236,"[0, 1]",657
language_239,"[0, 1]",657
language_240,"[0, 1]",657
language_241,"[1, 0]",657
language_242,"[0, 1]",657
language_243,"[0, 1]",657
language_244,"[0, 1]",657
language_246,"[0, 1]",657
language_248,"[0, 1]",657
language_250,"[0, 1]",657
language_252,"[1, 1]",657
language_253,"[0, 1]",657
language_255,"[0, 0]",657
language_256,"[0, 1]",657
language_259,"[1, 1]",657
language_260,"[0, 0]",657
language_261,"[0, 1]",657
language_266,"[1, 1]",657
language_269,"[0, 0]",657
language_270,"[0, 1]",657
language_271,"[0, 1]",657
language_273,"[0, 1]",657
language_274,"[1, 1]",657
language_275,"[0, 1]",657
language_276,"[0, 1]",657
language_277,"[0, 1]",657
language_278,"[0, 0]",657
language_280,"[0, 1]",657
language_281,"[0, 1]",657
language_284,"[0, 1]",657
language_285,"[1, 0]",657
language_286,"[0, 1]",657
language_287,"[0, 0]",657
language_288,"[0, 1]",657
language_289,"[0, 1]",657
language_291,"[1, 0]",657
language_292,"[0, 1]",657
language_293,"[0, 1]",657
language_294,"[0, 0]",657
language_296,"[0, 1]",657
language_297,"[0, 1]",657
language_298,"[1, 1]",657
language_304,"[0, 1]",657
language_307,"[0, 1]",657
language_308,"[0, 0]",657
language_309,"[0, 1]",657
language_310,"[0, 1]",657
language_314,"[0, 1]",657
language_315,"[0, 1]",657
language_317,"[0, 0]",657
language_318,"[0, 1]",657
language_319,"[0, 1]",657
language_321,"[0, 1]",657
language_322,"[0, 1]",657
language_323,"[0, 0]",657
language_324,"[0, 1]",657
language_325,"[0, 1]",657
