LANGUAGE,LINEAGE,SET
language_2,"[0, 1]",835
language_3,"[0, 1]",835
language_4,"[0, 1]",835
language_6,"[1, 1]",835
language_7,"[0, 1]",835
language_8,"[1, 1]",835
language_9,"[1, 1]",835
language_10,"[0, 1]",835
language_11,"[0, 1]",835
language_12,"[0, 1]",835
language_13,"[0, 0]",835
language_15,"[0, 1]",835
language_16,"[1, 1]",835
language_17,"[0, 1]",835
language_18,"[0, 1]",835
language_21,"[0, 1]",835
language_22,"[0, 0]",835
language_23,"[0, 1]",835
language_24,"[0, 1]",835
language_27,"[0, 1]",835
language_29,"[0, 1]",835
language_30,"[1, 1]",835
language_32,"[1, 1]",835
language_33,"[1, 1]",835
language_34,"[1, 1]",835
language_37,"[1, 1]",835
language_38,"[0, 0]",835
language_39,"[0, 0]",835
language_40,"[0, 1]",835
language_41,"[0, 1]",835
language_44,"[1, 1]",835
language_45,"[0, 0]",835
language_46,"[1, 1]",835
language_48,"[0, 0]",835
language_49,"[0, 1]",835
language_51,"[0, 1]",835
language_52,"[1, 1]",835
language_53,"[0, 1]",835
language_54,"[0, 1]",835
language_55,"[0, 1]",835
language_56,"[1, 1]",835
language_57,"[0, 0]",835
language_58,"[1, 1]",835
language_63,"[0, 1]",835
language_64,"[1, 1]",835
language_65,"[0, 1]",835
language_66,"[0, 1]",835
language_68,"[0, 0]",835
language_69,"[0, 1]",835
language_70,"[0, 0]",835
language_73,"[1, 1]",835
language_74,"[0, 1]",835
language_75,"[0, 0]",835
language_76,"[0, 1]",835
language_77,"[0, 1]",835
language_78,"[1, 1]",835
language_81,"[1, 1]",835
language_84,"[0, 1]",835
language_86,"[0, 1]",835
language_87,"[0, 1]",835
language_88,"[0, 1]",835
language_91,"[0, 0]",835
language_92,"[0, 0]",835
language_93,"[1, 1]",835
language_94,"[1, 1]",835
language_95,"[0, 1]",835
language_97,"[0, 1]",835
language_99,"[0, 1]",835
language_101,"[0, 1]",835
language_102,"[0, 1]",835
language_103,"[0, 1]",835
language_104,"[0, 1]",835
language_105,"[0, 1]",835
language_106,"[0, 1]",835
language_107,"[0, 0]",835
language_108,"[0, 0]",835
language_109,"[1, 1]",835
language_111,"[0, 1]",835
language_112,"[1, 1]",835
language_117,"[0, 1]",835
language_118,"[0, 1]",835
language_119,"[1, 1]",835
language_120,"[1, 1]",835
language_124,"[0, 1]",835
language_126,"[0, 1]",835
language_127,"[0, 0]",835
language_128,"[0, 1]",835
language_129,"[0, 1]",835
language_130,"[0, 1]",835
language_133,"[0, 0]",835
language_135,"[1, 1]",835
language_137,"[1, 1]",835
language_139,"[0, 0]",835
language_140,"[1, 1]",835
language_142,"[1, 0]",835
language_144,"[0, 0]",835
language_148,"[1, 1]",835
language_149,"[0, 1]",835
language_151,"[1, 1]",835
language_152,"[0, 0]",835
language_153,"[0, 1]",835
language_154,"[0, 1]",835
language_155,"[0, 1]",835
language_156,"[0, 1]",835
language_157,"[0, 1]",835
language_159,"[0, 1]",835
language_160,"[1, 1]",835
language_161,"[0, 1]",835
language_162,"[1, 1]",835
language_163,"[0, 1]",835
language_164,"[0, 0]",835
language_165,"[0, 1]",835
language_166,"[0, 1]",835
language_167,"[0, 1]",835
language_168,"[0, 1]",835
language_170,"[0, 0]",835
language_171,"[0, 1]",835
language_173,"[0, 1]",835
language_174,"[1, 1]",835
language_175,"[1, 1]",835
language_176,"[0, 1]",835
language_177,"[1, 1]",835
language_178,"[0, 1]",835
language_179,"[0, 1]",835
language_180,"[0, 1]",835
language_181,"[0, 1]",835
language_182,"[1, 1]",835
language_183,"[0, 1]",835
language_184,"[1, 1]",835
language_186,"[0, 1]",835
language_187,"[0, 1]",835
language_189,"[0, 0]",835
language_190,"[0, 1]",835
language_191,"[0, 0]",835
language_192,"[1, 1]",835
language_194,"[1, 1]",835
language_196,"[0, 1]",835
language_197,"[0, 1]",835
language_198,"[0, 0]",835
language_200,"[1, 1]",835
language_202,"[1, 1]",835
language_204,"[0, 1]",835
language_207,"[0, 1]",835
language_208,"[1, 0]",835
language_209,"[0, 1]",835
language_210,"[0, 1]",835
language_211,"[0, 1]",835
language_212,"[0, 0]",835
language_213,"[0, 1]",835
language_216,"[1, 1]",835
language_217,"[1, 0]",835
language_221,"[1, 0]",835
language_222,"[0, 1]",835
language_224,"[0, 1]",835
language_225,"[0, 1]",835
language_226,"[0, 0]",835
language_227,"[1, 1]",835
language_228,"[1, 1]",835
language_230,"[0, 0]",835
language_232,"[1, 1]",835
language_233,"[0, 1]",835
language_234,"[0, 1]",835
language_235,"[0, 0]",835
language_236,"[0, 1]",835
language_238,"[0, 0]",835
language_239,"[0, 1]",835
language_240,"[1, 1]",835
language_241,"[0, 1]",835
language_243,"[0, 0]",835
language_244,"[0, 1]",835
language_245,"[0, 1]",835
language_247,"[0, 1]",835
language_248,"[0, 1]",835
language_249,"[0, 1]",835
language_250,"[0, 1]",835
language_251,"[0, 1]",835
language_253,"[0, 1]",835
language_255,"[0, 1]",835
language_256,"[0, 0]",835
language_257,"[0, 1]",835
language_264,"[1, 0]",835
language_265,"[1, 1]",835
language_267,"[0, 1]",835
language_268,"[1, 1]",835
language_269,"[0, 1]",835
language_271,"[1, 1]",835
language_273,"[1, 1]",835
language_274,"[0, 1]",835
language_277,"[0, 0]",835
language_278,"[1, 1]",835
language_279,"[1, 0]",835
language_280,"[0, 1]",835
language_281,"[0, 1]",835
language_282,"[0, 1]",835
language_284,"[0, 1]",835
language_285,"[0, 1]",835
language_286,"[0, 0]",835
language_288,"[0, 1]",835
language_289,"[1, 0]",835
language_291,"[1, 1]",835
language_292,"[0, 1]",835
language_293,"[1, 1]",835
language_296,"[0, 1]",835
language_297,"[0, 1]",835
language_298,"[0, 1]",835
language_300,"[0, 0]",835
language_302,"[0, 1]",835
language_304,"[0, 1]",835
language_305,"[0, 1]",835
language_306,"[0, 1]",835
language_311,"[0, 1]",835
language_313,"[0, 1]",835
language_314,"[0, 1]",835
language_317,"[0, 1]",835
language_318,"[0, 1]",835
language_320,"[0, 1]",835
language_321,"[0, 1]",835
language_322,"[0, 1]",835
language_324,"[0, 1]",835
language_325,"[1, 1]",835
language_326,"[1, 1]",835
language_327,"[1, 1]",835
language_328,"[0, 0]",835
language_329,"[1, 1]",835
language_332,"[1, 1]",835
language_333,"[0, 1]",835
language_335,"[0, 1]",835
language_336,"[0, 1]",835
language_337,"[0, 1]",835
