LANGUAGE,LINEAGE,SET
language_1,"[0, 0]",408
language_2,"[1, 0]",408
language_3,"[0, 0]",408
language_4,"[1, 1]",408
language_5,"[1, 0]",408
language_6,"[0, 0]",408
language_8,"[0, 0]",408
language_9,"[0, 1]",408
language_12,"[0, 1]",408
language_13,"[0, 1]",408
language_14,"[0, 1]",408
language_15,"[1, 1]",408
language_17,"[0, 1]",408
language_20,"[1, 1]",408
language_21,"[0, 1]",408
language_22,"[0, 0]",408
language_23,"[0, 1]",408
language_24,"[0, 1]",408
language_25,"[0, 0]",408
language_26,"[0, 1]",408
language_29,"[0, 0]",408
language_30,"[1, 1]",408
language_31,"[0, 1]",408
language_32,"[0, 1]",408
language_34,"[0, 1]",408
language_35,"[0, 1]",408
language_37,"[0, 1]",408
language_38,"[0, 1]",408
language_39,"[0, 0]",408
language_41,"[0, 0]",408
language_42,"[1, 1]",408
language_43,"[0, 1]",408
language_45,"[0, 1]",408
language_46,"[0, 0]",408
language_47,"[0, 1]",408
language_48,"[0, 0]",408
language_49,"[0, 1]",408
language_50,"[0, 1]",408
language_52,"[1, 1]",408
language_54,"[1, 1]",408
language_55,"[0, 1]",408
language_56,"[1, 1]",408
language_58,"[0, 1]",408
language_62,"[1, 1]",408
language_63,"[0, 0]",408
language_66,"[0, 1]",408
language_70,"[0, 1]",408
language_71,"[0, 1]",408
language_73,"[1, 1]",408
language_74,"[1, 1]",408
language_78,"[1, 1]",408
language_83,"[1, 1]",408
language_85,"[0, 1]",408
language_88,"[0, 0]",408
language_89,"[0, 1]",408
language_90,"[0, 0]",408
language_93,"[1, 0]",408
language_94,"[0, 0]",408
language_96,"[1, 1]",408
language_97,"[0, 1]",408
language_98,"[1, 0]",408
language_99,"[0, 1]",408
language_100,"[0, 1]",408
language_101,"[0, 1]",408
language_102,"[0, 1]",408
language_103,"[0, 0]",408
language_107,"[0, 0]",408
language_108,"[0, 1]",408
language_109,"[1, 0]",408
language_113,"[1, 1]",408
language_115,"[0, 1]",408
language_116,"[1, 0]",408
language_117,"[1, 1]",408
language_118,"[0, 1]",408
language_119,"[0, 0]",408
language_120,"[1, 1]",408
language_121,"[1, 1]",408
language_125,"[0, 0]",408
language_126,"[1, 1]",408
language_128,"[1, 0]",408
language_129,"[1, 1]",408
language_132,"[1, 1]",408
language_133,"[0, 0]",408
language_134,"[1, 0]",408
language_136,"[0, 1]",408
language_137,"[0, 1]",408
language_138,"[1, 0]",408
language_140,"[0, 0]",408
language_142,"[0, 1]",408
language_143,"[0, 1]",408
language_145,"[1, 1]",408
language_146,"[0, 1]",408
language_147,"[1, 0]",408
language_148,"[0, 1]",408
language_149,"[0, 1]",408
language_150,"[0, 1]",408
language_151,"[0, 0]",408
language_152,"[1, 0]",408
language_153,"[0, 1]",408
language_154,"[1, 1]",408
language_155,"[0, 0]",408
