LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",637
language_2,"[0, 1]",637
language_3,"[0, 1]",637
language_4,"[1, 1]",637
language_5,"[0, 1]",637
language_6,"[0, 0]",637
language_7,"[0, 1]",637
language_8,"[0, 1]",637
language_10,"[1, 0]",637
language_12,"[1, 1]",637
language_14,"[0, 1]",637
language_15,"[0, 1]",637
language_16,"[0, 0]",637
language_17,"[0, 1]",637
language_18,"[1, 0]",637
language_19,"[0, 1]",637
language_22,"[0, 1]",637
language_23,"[0, 1]",637
language_24,"[0, 1]",637
language_25,"[0, 1]",637
language_26,"[0, 1]",637
language_27,"[1, 1]",637
language_28,"[0, 1]",637
language_30,"[0, 1]",637
language_32,"[1, 1]",637
language_33,"[1, 1]",637
language_34,"[0, 1]",637
language_35,"[0, 0]",637
language_37,"[1, 1]",637
language_39,"[0, 1]",637
language_41,"[0, 1]",637
language_42,"[1, 1]",637
language_47,"[0, 1]",637
language_48,"[0, 1]",637
language_49,"[1, 1]",637
language_50,"[0, 1]",637
language_51,"[0, 0]",637
language_52,"[0, 1]",637
language_54,"[0, 1]",637
language_58,"[0, 1]",637
language_59,"[1, 0]",637
language_60,"[0, 0]",637
language_61,"[0, 1]",637
language_63,"[0, 0]",637
language_64,"[0, 1]",637
language_65,"[1, 1]",637
language_66,"[0, 1]",637
language_68,"[0, 1]",637
language_71,"[0, 0]",637
language_73,"[1, 0]",637
language_74,"[1, 1]",637
language_75,"[1, 1]",637
language_76,"[1, 1]",637
language_80,"[0, 1]",637
language_82,"[0, 0]",637
language_85,"[0, 0]",637
language_86,"[0, 1]",637
language_87,"[0, 0]",637
language_88,"[1, 1]",637
language_89,"[1, 0]",637
language_90,"[0, 1]",637
language_91,"[1, 0]",637
language_93,"[0, 1]",637
language_94,"[1, 0]",637
language_95,"[0, 1]",637
language_96,"[0, 1]",637
language_97,"[0, 1]",637
language_98,"[0, 0]",637
language_101,"[0, 1]",637
language_102,"[0, 0]",637
language_103,"[0, 1]",637
language_106,"[0, 0]",637
language_107,"[0, 1]",637
language_108,"[1, 1]",637
language_111,"[0, 1]",637
language_112,"[0, 0]",637
language_114,"[1, 1]",637
language_115,"[0, 0]",637
language_116,"[1, 1]",637
language_117,"[0, 1]",637
language_118,"[0, 1]",637
language_119,"[0, 1]",637
language_120,"[0, 1]",637
language_123,"[1, 1]",637
language_124,"[0, 0]",637
language_125,"[0, 1]",637
language_126,"[0, 0]",637
language_128,"[0, 1]",637
language_129,"[0, 1]",637
language_130,"[0, 1]",637
language_131,"[0, 1]",637
language_132,"[0, 1]",637
language_133,"[1, 0]",637
language_135,"[0, 1]",637
language_136,"[0, 1]",637
language_138,"[0, 1]",637
language_139,"[0, 0]",637
language_140,"[1, 0]",637
language_142,"[1, 1]",637
language_144,"[0, 1]",637
language_146,"[1, 0]",637
language_147,"[0, 1]",637
language_149,"[0, 1]",637
language_150,"[0, 0]",637
language_151,"[0, 1]",637
language_153,"[1, 1]",637
language_157,"[0, 1]",637
language_158,"[0, 1]",637
language_159,"[0, 1]",637
language_160,"[1, 0]",637
language_163,"[0, 1]",637
language_165,"[0, 1]",637
language_168,"[0, 1]",637
language_169,"[0, 1]",637
language_170,"[0, 1]",637
language_171,"[1, 1]",637
language_172,"[0, 1]",637
language_174,"[1, 1]",637
language_175,"[1, 1]",637
language_176,"[0, 1]",637
language_179,"[0, 1]",637
language_180,"[1, 0]",637
language_182,"[0, 0]",637
language_184,"[1, 1]",637
language_185,"[0, 1]",637
language_186,"[0, 1]",637
language_188,"[0, 1]",637
language_190,"[0, 1]",637
language_191,"[0, 1]",637
language_192,"[1, 0]",637
language_193,"[0, 1]",637
language_194,"[1, 1]",637
language_195,"[0, 1]",637
language_198,"[0, 1]",637
language_199,"[0, 1]",637
language_200,"[1, 1]",637
language_201,"[1, 1]",637
language_202,"[0, 1]",637
language_204,"[0, 1]",637
language_206,"[0, 0]",637
language_207,"[0, 0]",637
language_208,"[0, 1]",637
language_209,"[0, 1]",637
language_211,"[0, 0]",637
language_213,"[1, 1]",637
language_214,"[0, 1]",637
language_219,"[0, 1]",637
language_220,"[1, 1]",637
language_222,"[0, 0]",637
language_223,"[1, 0]",637
language_224,"[0, 1]",637
language_225,"[0, 1]",637
language_226,"[0, 1]",637
language_227,"[0, 1]",637
language_228,"[0, 1]",637
language_229,"[0, 0]",637
language_230,"[0, 1]",637
language_231,"[0, 1]",637
language_232,"[1, 1]",637
language_233,"[0, 1]",637
language_234,"[0, 0]",637
language_235,"[0, 1]",637
language_239,"[1, 1]",637
language_240,"[0, 1]",637
language_241,"[0, 0]",637
language_242,"[1, 0]",637
language_243,"[1, 1]",637
language_244,"[1, 1]",637
language_245,"[0, 1]",637
language_246,"[0, 1]",637
language_248,"[0, 1]",637
language_251,"[0, 1]",637
language_252,"[0, 1]",637
language_254,"[0, 1]",637
language_256,"[0, 0]",637
language_258,"[0, 1]",637
language_259,"[0, 0]",637
language_260,"[1, 1]",637
language_264,"[0, 1]",637
language_266,"[1, 1]",637
language_267,"[0, 0]",637
language_268,"[1, 1]",637
language_269,"[0, 0]",637
language_271,"[0, 1]",637
language_275,"[0, 0]",637
language_276,"[0, 0]",637
language_277,"[0, 1]",637
language_279,"[1, 1]",637
language_280,"[1, 0]",637
language_281,"[0, 1]",637
language_282,"[0, 1]",637
language_283,"[0, 1]",637
language_285,"[1, 1]",637
language_286,"[1, 1]",637
language_287,"[0, 1]",637
language_288,"[0, 1]",637
language_289,"[0, 0]",637
language_291,"[1, 1]",637
language_293,"[0, 1]",637
language_294,"[1, 0]",637
language_295,"[0, 1]",637
language_296,"[0, 1]",637
language_297,"[1, 1]",637
language_303,"[1, 0]",637
language_304,"[0, 1]",637
language_305,"[0, 1]",637
language_306,"[0, 1]",637
language_308,"[1, 1]",637
language_309,"[0, 1]",637
language_310,"[0, 0]",637
language_312,"[0, 1]",637
language_314,"[1, 1]",637
language_315,"[1, 1]",637
language_318,"[0, 1]",637
language_320,"[0, 1]",637
language_321,"[1, 1]",637
language_325,"[0, 1]",637
language_326,"[1, 1]",637
language_327,"[0, 1]",637
language_329,"[1, 1]",637
language_332,"[0, 1]",637
language_334,"[0, 1]",637
language_335,"[0, 1]",637
language_337,"[0, 1]",637
language_338,"[0, 1]",637
language_339,"[0, 0]",637
language_341,"[0, 0]",637
language_344,"[1, 1]",637
language_345,"[0, 1]",637
language_346,"[0, 1]",637
language_348,"[0, 1]",637
language_349,"[0, 0]",637
language_353,"[0, 1]",637
language_355,"[0, 1]",637
